SID,TELEFONO,TIPO_TEL,FECHA_ACT
2021,5560578700,Fijo,2024-12-06
2022,5518560712,Celular,2024-12-25
2023,3378271183,Celular,2024-03-30
2024,5628661901,Celular,2024-08-02
2025,005648849172,Celular,2024-03-26
2026,3360692900,Celular,2024-02-20
2026,3329159354,Casa,2025-01-10
2027,5574016780,Celular,2024-09-28
2027,5521651055,Casa,2024-10-07
2028,5538749742,Celular,2024-01-16
2028,5574756065,Casa,2024-01-08
2029,5599012806,Celular,2024-10-11
2030,8183206127,Celular,2024-03-21
2031,5577637344,Celular,2024-07-25
2031,5511024841,Casa,2024-11-13
2032,5530288750,Celular,2024-07-31
2032,5578154567,Casa,2024-10-04
2033,5651816763,Celular,2024-01-11
2034,5595682769,Celular,2024-07-29
2034,5560463525,casa,2024-09-09
2035,4425880768,Celular,2024-01-23
2035,4498078463,casa,2024-07-02
2036,5598004156,Celular,2024-07-19
2036,5515507558,Casa,2024-09-30
2037,,Celular,2024-03-15
2038,3338330175,Celular,2024-01-13
2039,5648046611,Celular,2024-10-26
2039,5627061985,Casa,2024-03-14
2040,5534246910,Celular,2024-03-26
2040,5563037315,Casa,2024-01-07
2041,5587073360,Celular,2024-11-13
2042,5540049992,Celular,2024-02-03
2043,8184071483,Celular,2025-01-16
2044,5597820907,Celular,2024-06-03
2045,5564115257,Celular,2024-11-08
2046,55351379,Celular,2024-08-20
2047,5519989189,Celular,2024-09-13
2047,5572253854,Casa,2024-11-17
2048,5543975274,Celular,2025-01-22
2049,4486951463,Celular,2024-09-21
2050,5596102840,Celular,2025-01-27
2050,5529683075,Casa,2024-09-10
2051,002217396923,Celular,2024-03-24
2052,8195094504,Celular,2024-01-18
2053,5598828979,Celular,2024-01-06
2054,4442255323,Celular,2024-07-01
2055,5626340632,Celular,2024-07-14
2056,2241720554,Celular,2025-01-11
2056,2260288327,Casa,2024-01-10
2057,4465194305,Celular,2024-02-05
2057,4439780939,Casa,2024-06-25
2058,5521327709,Celular,2024-04-17
2058,5524608060,Casa,2024-11-09
2059,2259870111,Celular,2024-12-29
2059,2221134976,Casa,2024-06-22
2060,5588171256,Celular,2024-04-05
2061,5594054874,Celular,2025-01-13
2062,5514798746,Celular,2025-01-27
2062,5587461586,Casa,2024-11-09
2063,5629560788,Celular,2024-08-28
2064,5519222854,Celular,2024-04-10
2065,5550531731,Celular,2024-01-01
2065,5555571431,Casa,2024-02-27
2066,5581673878,Celular,2024-09-16
2066,5522134894,Casa,2024-06-12
2067,5528243439,Celular,2024-07-24
2068,3395070991,Celular,2024-07-01
2069,5595304764,Celular,2024-05-24
2070,3362461341,Celular,2024-02-06
2071,5592429422,Celular,2024-12-15
2072,5520364091,Celular,2024-11-28
2073,3323269945,Celular,2024-09-28
2074,4458211031,Celular,2024-07-31
2074,4471113244,Casa,2024-11-12
2075,5571800466,Celular,2024-05-12
2076,5546362624,Celular,2024-02-21
2077,3352323247,Celular,2024-08-12
2078,5554567137,Celular,2024-10-30
2078,5556633782,Casa,2024-08-20
2079,8118304712,Celular,2024-10-22
2080,5647121745,Celular,2024-11-13
2080,5642759244,CASA,2024-06-20
2081,8121836297,Celular,2024-02-18
2082,5536538579,Celular,2024-10-16
2083,55379609000,Celular,2024-05-23
2084,2212199411,Celular,2024-01-14
2085,44385736280,Celular,2024-10-11
2085,4465961307,Casa,2024-02-24
2086,5633044120,Celular,2024-09-15
2087,5545003733,Celular,2024-11-06
2088,4420088488,Celular,2024-03-05
2089,5595443973,Celular,2024-07-28
2090,5590648645,Celular,2024-04-23
2090,5558202938,Casa,2024-06-10
2091,3316247615,Celular,2024-05-07
2092,5652991918,Celular,2024-05-17
2092,5688658679,Casa,2024-02-17
2093,5642796409,Celular,2024-08-22
2093,5648411600,Casa,2024-08-20
2094,5570115398,Celular,2025-01-23
2095,3382348122,Celular,2024-05-25
2095,3371561080,Casa,2024-04-27
2096,8160577226,Celular,2024-02-01
2097,3360454981,Celular,2024-06-12
2097,3343844237,Casa,2025-01-04
2098,4467494177,Celular,2024-04-21
2098,4417644251,Casa,2024-01-08
2099,8171422007,Celular,2024-07-22
2100,3326989408,Celular,2024-07-28
2100,3316841380,Casa,2024-10-13
2101,8157342949,Celular,2024-04-11
2101,8123837761,Casa,2025-01-26
2102,5536747367,Celular,2024-10-13
2103,4414874932,Celular,2024-07-26
2104,5517354481,Celular,2024-01-01
2105,5538842866,Celular,2024-07-15
2106,5520604820,Celular,2024-11-11
2107,3370664444,Celular,2024-10-06
2108,5543446221,Celular,2024-08-16
2109,3371921582,Celular,2024-09-05
2109,3386756121,Casa,2024-02-07
2110,5591588528,Celular,2024-12-16
2111,5592385485,Celular,2024-03-15
2112,5542573789,Celular,2024-05-25
2112,5588249754,Casa,2024-07-14
2113,4427216370,Celular,2024-05-22
2114,2261521338,Celular,2024-11-27
2115,2244200555,Celular,2024-02-23
2116,2254788462,Celular,2024-10-14
2116,2294696325,Casa,2024-02-24
2117,5585121492,Celular,2024-10-10
2117,5565067650,Casa,2024-10-24
2118,8138588130,Celular,2024-05-03
2118,8140913421,Casa,2024-10-13
2119,2226166863,Celular,2024-08-29
2120,3353676068,Celular,2024-07-05
2121,8166163717,Celular,2024-11-20
2121,8149789322,Casa,2024-10-17
2122,2288210843,Celular,2024-03-18
2122,2250701527,Casa,2025-01-16
2123,4434190485,Celular,2024-08-16
2124,3379412864,Celular,2024-05-03
2124,3353316183,Casa,2024-02-21
2125,5546755010,Celular,2024-06-17
2125,5543202625,Casa,2024-12-18
2126,(81) 76828667,Celular,2024-10-22
2126,8168887543,Casa,2024-10-25
2127,5599144553,Celular,2024-08-13
2128,2217383383,Celular,2024-08-25
2128,2225781923,Casa,2024-11-11
2129,3376607240,Celular,2024-12-09
2129,3393190927,Casa,2024-06-11
2130,5664423984,Celular,2024-08-08
2130,5610619185,Casa,2024-04-02
2131,5592409880,Celular,2024-12-18
2131,5593135997,CASA,2024-02-01
2132,5547387090,Celular,2025-01-10
2132,5581225644,Casa,2024-11-04
2133,5593162273,Celular,2024-04-01
2133,5578130057,Casa,2024-08-16
2134,3346551006,Celular,2024-09-17
2134,3338580206,Casa,2024-11-01
2135,5673339604,Celular,2024-12-01
2135,5658847570,Casa,2025-01-23
2136,(81) 45286291,Celular,2024-03-29
2136,8160294253,Fijo,2024-07-11
2137,5576815220,Celular,2024-06-10
2137,5588669160,Casa,2024-09-25
2138,3313546510,Celular,2024-06-19
2138,3321066461,Casa,2024-01-23
2139,2242050007,Celular,2024-04-02
2140,5564094589,Celular,2024-11-21
2141,5632336031,Celular,2024-06-08
2142,3336464772,Celular,2025-01-29
2143,3345492208,Celular,2024-03-05
2143,3332177751,Casa,2024-12-11
2144,5532952244,Celular,2024-12-17
2145,3370335962,Celular,2025-01-31
2146,5539443181,Celular,2024-12-15
2147,8175943372,Celular,2024-05-17
2147,8111697198,Casa,2024-02-18
2148,5680267606,Celular,2024-06-24
2148,5635052193,Casa,2024-03-13
2149,3352440371,Celular,2024-12-16
2149,3360797174,Casa,2024-01-30
2150,5521117997,Celular,2024-06-04
2151,5699991455,Celular,2024-12-29
2152,2233625673,Celular,2024-08-17
2152,2230604780,Casa,2024-08-10
2153,2251265465,Celular,2024-10-10
2154,2210573563,Celular,2024-08-29
2155,8199972005,Celular,2024-03-05
2156,5574728257,Celular,2024-07-24
2157,5641338821,Celular,2024-12-26
2157,5671449824,Casa,2024-10-21
2158,5658489823,Celular,2024-08-08
2159,8192551959,Celular,2024-06-27
2159,8191741577,Casa,2025-01-14
2160,8121764936,Celular,2024-03-15
2160,8187733287,Casa,2024-05-21
2161,2252895810,Celular,2024-02-07
2161,2293454278,Casa,2024-12-11
2162,5545433530,Celular,2024-04-24
2163,8113467411,Celular,2024-10-04
2164,5579691826,Celular,2024-07-01
2165,5594184895,Celular,2024-03-09
2166,5547056695,Celular,2024-08-11
2166,5597356230,Casa,2024-01-18
2167,5522991094,Celular,2025-01-25
2167,5542883024,Casa,2024-02-12
2168,5586396820,Celular,2024-09-05
2169,2212150456,Celular,2025-01-17
2170,5568470351,Celular,2024-12-09
2171,3356545119,Celular,2024-07-21
2172,5588723219,Celular,2024-06-17
2173,3347323138,Celular,2024-04-13
2173,3393696967,Casa,2024-10-09
2174,5599546699,Celular,2024-11-18
2175,5511054146,Celular,2024-11-27
2175,5563211972,Casa,2024-11-30
2176,5527046517,Celular,2024-09-30
2176,5567033531,Casa,2024-01-15
2177,5596340592,Celular,2024-01-02
2178,2269348995,Celular,2024-07-27
2179,8167053160,Celular,2024-11-09
2180,4459862149,Celular,2024-05-02
2180,4456708359,Casa,2024-05-05
2181,5577858298,Celular,2024-07-19
2182,4475398558,Celular,2024-11-18
2183,5581592647,Celular,2024-01-17
2184,3392863298,Celular,2024-09-01
2185,5614524325,Celular,2024-11-15
2185,5624062244,Casa,2024-10-13
2186,8144205840,Celular,2024-12-12
2187,5557434619,Celular,2024-02-11
2188,4498309132,Celular,2024-05-01
2189,2255110243,Celular,2024-06-24
2190,5617613359,Celular,2024-03-10
2191,5556410322,Celular,2024-06-12
2191,5577879466,Casa,2024-10-08
2192,4466850875,Celular,2024-02-28
2193,5520836727,Celular,2025-01-28
2194,2242497197,Celular,2024-01-25
2195,8195608761,Celular,2024-09-30
2196,5679610872,Celular,2024-09-27
2197,5577287850,Celular,2024-09-28
2198,2221420285,Celular,2025-01-31
2199,5518351604,Celular,2024-11-22
2200,3347788820,Celular,2025-01-20
2200,3340221369,Casa,2024-07-16
2201,3393597581,Celular,2024-01-01
2201,3364423242,casa,2024-09-24
2202,5586168027,Celular,2024-12-23
2203,4496725452,Celular,2024-07-13
2203,4493057305,Casa,2024-10-06
2204,5671903879,Celular,2024-09-26
2204,5688766353,Casa,2024-12-18
2205,8116320917,Celular,2024-11-05
2206,2240949559,Celular,2024-06-04
2206,2227305731,Casa,2024-06-29
2207,2280787312,Celular,2024-10-03
2208,8140461020,Celular,2024-10-23
2208,8184627528,Casa,2024-08-02
2209,5595585105,Celular,2024-07-18
2210,5595339295,Celular,2024-03-16
2211,5582371647,Celular,2024-01-17
2212,8111539870,Celular,2024-08-01
2212,8180862852,Casa,2024-12-03
2213,5533008338,Celular,2024-09-26
2214,5574096644,Celular,2024-01-01
2214,5516915573,Casa,2024-01-18
2215,3337338571,Celular,2024-07-22
2215,3311567362,Casa,2024-09-28
2216,5513610260,Celular,2024-05-14
2216,5569685245,Casa,2024-01-12
2217,5552994007,Celular,2024-02-15
2218,4479654097,Celular,2024-07-15
2219,5589378626,Celular,2024-08-25
2220,5512794931,Celular,2024-06-27
2220,5522740244,Casa,2024-06-12
2221,4464268312,Celular,2024-09-22
2221,4419881447,Casa,2024-08-06
2222,3363947968,Celular,2024-11-30
2223,8173542557,Celular,2025-01-22
2224,5552078792,Celular,2024-02-29
2225,4413409223,Celular,2024-10-22
2226,5544482861,Celular,2024-04-18
2227,5565370725,Celular,2024-10-05
2228,5664156376,Celular,2024-11-07
2228,5635641713,Casa,2024-08-25
2229,5531237245,Celular,2024-05-18
2229,5533463907,Casa,2024-01-15
2230,5579636310,Celular,2024-07-18
2230,5560079909,Casa,2024-08-06
2231,2271298613,Celular,2024-03-14
2231,2295833471,Casa,2025-01-06
2232,5542441163,Celular,2024-07-05
2232,5539234123,Casa,2024-04-12
2233,5638073081,Celular,2024-02-18
2234,5535593334,Celular,2024-04-18
2235,5646044898,Celular,2024-10-27
2236,5527738388,Celular,2024-01-06
2237,8187976154,Celular,2024-05-07
2238,5645444539,Celular,2024-09-20
2238,5658630762,Casa,2024-04-14
2239,5552945738,Celular,2024-09-16
2240,5586957646,Celular,2024-07-22
2241,5670862646,Celular,2024-09-19
2241,5697593676,Casa,2024-03-12
2242,5531160238,Celular,2024-05-14
2243,5546783766,Celular,2024-02-13
2244,3323816048,Celular,2024-09-03
2244,3327914968,Casa,2024-07-25
2245,5693077227,Celular,2024-11-08
2245,5673009399,Casa,2024-07-01
2246,3391876065,Celular,2024-02-17
2247,5646039807,Celular,2024-07-10
2248,5633757227,Celular,2024-02-21
2248,5667351319,Fijo,2024-08-29
2249,3369775467,Celular,2024-07-05
2250,4489128570,Celular,2024-05-17
2251,5543110583,Celular,2024-06-06
2252,5539219021,Celular,2024-02-25
2253,5615193930,Celular,2024-10-03
2253,5679177682,Casa,2025-01-18
2254,4481830631,Celular,2024-04-12
2255,4487178400,Celular,2024-04-15
2256,5576700419,Celular,2024-12-11
2257,5511911885,Celular,2024-05-02
2258,4490083097,Celular,2024-06-08
2258,4412604008,Casa,2024-10-07
2259,4410335961,Celular,2024-07-28
2260,5590566441,Celular,2024-03-20
2261,2254319921,Celular,2024-07-13
2261,2294807414,Casa,2024-05-04
2262,3330191300,Celular,2024-08-05
2263,3344846740,Celular,2024-04-26
2264,5595665584,Celular,2024-06-18
2264,5596083365,Casa,2024-04-27
2265,2252064905,Celular,2024-08-21
2266,8149556615,Celular,2024-05-09
2267,5571454234,Celular,2024-05-22
2268,5552488946,Celular,2024-07-20
2269,005599350921,Celular,2024-07-30
2270,2225190649,Celular,2024-10-12
2271,005529719988,Celular,2024-04-16
2271,5587593352,Casa,2024-10-11
2272,5647605724,Celular,2024-08-10
2273,5556066229,Celular,2024-10-17
2274,2277316001,Celular,2024-04-24
2275,5543601537,Celular,2024-01-08
2276,5583997123,Celular,2024-07-27
2277,2269437249,Celular,2024-01-15
2278,5512394992,Celular,2024-10-28
2279,8151802427,Celular,2024-09-10
2280,3315290512,Celular,2025-01-23
2280,3313905843,Casa,2024-03-11
2281,5695191138,Celular,2025-01-02
2282,5560975978,Celular,2024-08-11
2283,3348688293,Celular,2024-11-26
2284,5549858007,Celular,2024-07-14
2284,5556878049,Casa,2024-01-09
2285,5687869315,Celular,2024-04-22
2285,5674464103,Casa,2024-05-08
2286,5578382430,Celular,2024-04-29
2286,5511759091,Casa,2024-11-09
2287,5685481419,Celular,2024-03-24
2288,8162176251,Celular,2024-05-05
2288,8167930730,Casa,2024-10-21
2289,5536472325,Celular,2024-09-16
2289,5562252810,Casa,2024-01-20
2290,2240587636,Celular,2025-01-21
2291,8170023596,Celular,2024-11-20
2291,8148327688,Casa,2024-11-23
2292,4450072752,Celular,2024-06-25
2292,4415994636,Casa,2024-04-09
2293,4483977102,Celular,2025-01-24
2293,4429237486,Casa,2024-03-16
2294,5546572581,Celular,2024-01-28
2295,3383742575,Celular,2024-10-01
2296,5632596078,Celular,2024-05-29
2296,5656103508,Casa,2024-02-15
2297,3355402899,Celular,2024-12-26
2297,3312596066,Casa,2025-01-11
2298,5551166244,Celular,2024-10-14
2299,4477628113,Celular,2025-01-22
2299,4436596571,Casa,2024-10-14
2300,5658597435,Celular,2024-03-06
2301,5569484820,Celular,2024-07-18
2301,5538943233,Casa,2024-01-05
2302,4481955343,Celular,2024-11-12
2303,5615164756,Celular,2024-11-30
2304,8165438759,Celular,2024-06-25
2305,005534403176,Celular,2024-01-02
2306,5634246906,Celular,2024-04-24
2307,8186605423,Celular,2024-02-12
2307,8189868777,Casa,2024-11-17
2308,4468870841,Celular,2024-12-05
2308,4463133165,Casa,2024-07-30
2309,3337338241,Celular,2024-06-05
2310,81925000850,Celular,2024-07-17
2311,5535465003,Celular,2024-05-08
2311,5565173874,Casa,2024-09-05
2312,8178961543,Celular,2024-03-07
2312,8121221424,Casa,2024-10-29
2313,5671051926,Celular,2024-08-18
2314,(22) 30900274,Celular,2024-05-09
2315,4462270985,Celular,2024-01-09
2316,005553438578,Celular,2025-01-13
2317,5568368365,Celular,2025-01-13
2318,005562366029,Celular,2024-07-17
2319,5690568246,Celular,2024-05-16
2319,5655191135,Casa,2024-04-26
2320,2271192109,Celular,2024-01-19
2320,2268505722,Casa,2024-03-05
2321,4436465649,Celular,2024-01-09
2321,4476615982,Casa,2024-10-04
2322,5551810857,Celular,2024-11-09
2323,5549745387,Celular,2024-04-08
2324,5619172738,Celular,2024-10-29
2324,5620849086,Casa,2024-04-26
2325,2276867504,Celular,2024-05-22
2326,5511632947,Celular,2025-01-30
2326,5564466769,Casa,2024-01-03
2327,5525267729,Celular,2024-06-30
2327,5553708950,Casa,2024-05-29
2328,5570364126,Celular,2024-03-10
2328,5567051128,Casa,2024-02-23
2329,55209202070,Celular,2024-05-12
2330,8182992295,Celular,2024-01-29
2331,5595565089,Celular,2024-08-09
2332,5573069493,Celular,2024-09-27
2333,5556624179,Celular,2024-08-17
2334,5528305647,Celular,2024-08-01
2335,8113694375,Celular,2024-01-24
2336,(55) 32816957,Celular,2024-03-20
2336,5548367509,Casa,2024-08-05
2337,5559168421,Celular,2024-05-27
2337,5552034030,CASA,2024-06-25
2338,5535935508,Celular,2024-07-08
2338,5511238172,Casa,2024-01-26
2339,4466400723,Celular,2024-11-12
2340,5624894120,Celular,2024-05-08
2341,5596491532,Celular,2024-05-18
2342,8196928381,Celular,2024-10-15
2342,8159891533,Casa,2024-06-07
2343,4493922857,Celular,2024-04-22
2344,,Celular,2024-11-25
2344,8175684806,Casa,2024-02-06
2345,5534032097,Celular,2024-11-13
2346,4429884693,Celular,2024-12-29
2347,5527955032,Celular,2024-12-14
2348,3360536139,Celular,2024-07-03
2348,3313033994,Casa,2024-12-11
2349,8161560313,Celular,2024-11-15
2350,5554228726,Celular,2024-09-10
2351,5566480330,Celular,2024-04-03
2352,2216659560,Celular,2024-06-30
2353,5561393677,Celular,2025-01-10
2353,5522863410,Casa,2025-02-01
2354,5573049362,Celular,2024-09-07
2354,5585587121,Casa,2024-12-13
2355,3389650056,Celular,2024-03-17
2355,3364060429,Casa,2024-09-04
2356,4491914371,Celular,2025-01-25
2357,3353363148,Celular,2024-10-16
2358,3312084911,Celular,2024-07-22
2358,3375451863,Fijo,2024-04-13
2359,5549437812,Celular,2024-02-15
2359,5516013186,Casa,2024-09-28
2360,8169234109,Celular,2024-09-21
2360,8186300924,Casa,2024-08-16
2361,5678857796,Celular,2024-11-27
2362,5590050794,Celular,2024-07-13
2363,5670542907,Celular,2024-01-24
2364,8143146334,Celular,2025-01-11
2364,8123678947,Casa,2024-08-03
2365,5544973084,Celular,2024-01-03
2366,5591677903,Celular,2025-01-17
2366,5530694990,Casa,2024-02-07
2367,5575926506,Celular,2024-01-12
2368,2214693184,Celular,2024-04-23
2368,2279488633,Casa,2024-02-28
2369,3358276603,Celular,2024-01-30
2370,8124963468,Celular,2024-10-12
2370,8137162392,Casa,2024-10-28
2371,4481899464,Celular,2024-12-13
2371,4476143171,Casa,2024-06-03
2372,5537749597,Celular,2025-01-02
2373,5542424580,Celular,2024-04-26
2373,5527197939,Casa,2025-01-04
2374,,Celular,2024-01-31
2375,8151152694,Celular,2024-12-26
2376,5628314131,Celular,2024-01-26
2376,5678738190,Casa,2024-07-03
2377,3315786974,Celular,2024-11-18
2378,2217974815,Celular,2024-05-14
2378,2246242379,Casa,2024-01-11
2379,3356035882,Celular,2024-03-02
2380,5632509735,Celular,2024-01-29
2380,5622384910,Casa,2024-11-17
2381,5663730315,Celular,2024-09-28
2382,5547026565,Celular,2024-11-01
2383,5578129029,Celular,2025-01-12
2384,5558859076,Celular,2024-05-06
2385,8163149211,Celular,2024-02-14
2385,8146945184,Casa,2024-04-26
2386,8113476663,Celular,2024-08-31
2387,5673690846,Celular,2024-01-08
2387,5649082088,Casa,2024-05-09
2388,5570843241,Celular,2024-04-16
2388,5561986838,Casa,2024-12-11
2389,4417022045,Celular,2024-11-19
2389,4488371894,Casa,2024-04-13
2390,4425391484,Celular,2025-01-01
2390,4456990499,Casa,2024-04-29
2391,3353075849,Celular,2025-01-31
2392,5573389337,Celular,2024-09-08
2393,4484361068,Celular,2025-01-29
2393,4467361845,Casa,2024-03-14
2394,5575536490,Celular,2024-02-14
2394,5573852713,Casa,2024-04-10
2395,5552051002,Celular,2024-11-16
2396,4468110785,Celular,2024-01-31
2397,8126985898,Celular,2024-12-12
2398,8119542003,Celular,2024-11-10
2398,8157185107,Casa,2024-01-27
2399,8143961461,Celular,2024-07-18
2399,8196450143,Casa,2024-05-25
2400,5511996129,Celular,2024-05-03
2400,5535644959,Casa,2024-11-17
2401,3320889862,Celular,2024-11-26
2402,5660754610,Celular,2024-07-17
2403,2252757961,Celular,2024-05-09
2404,5594254013,Celular,2024-02-20
2405,5578313880,Celular,2024-02-15
2406,8196910333,Celular,2025-01-15
2406,8158062639,Casa,2024-09-22
2407,56203163640,Celular,2024-03-01
2407,5663638456,Casa,2024-05-08
2408,5692907560,Celular,2024-09-29
2408,5696706492,Fijo,2024-12-30
2409,3332870374,Celular,2024-04-27
2410,2264307360,Celular,2024-11-26
2410,2261708382,Casa,2024-12-03
2411,3397850301,Celular,2024-03-02
2412,5554608322,Celular,2024-01-01
2412,5534020911,Casa,2024-06-27
2413,5552814452,Celular,2024-12-13
2414,2285736384,Celular,2025-01-21
2414,2266866168,Casa,2024-09-05
2415,5599646329,Celular,2024-07-25
2416,8133127186,Celular,2024-10-07
2416,8152140490,Casa,2024-02-02
2417,5699568207,Celular,2024-06-19
2417,5632615294,Casa,2024-04-16
2418,4459847618,Celular,2024-08-18
2418,4458323471,Casa,2024-08-30
2419,8155728923,Celular,2024-10-14
2420,5689516704,Celular,2024-07-16
2421,3347573872,Celular,2024-10-01
2422,4432530112,Celular,2024-06-04
2423,5583209434,Celular,2024-07-14
2423,5582018974,Casa,2024-06-14
2424,4438368430,Celular,2025-01-06
2424,4466902892,Casa,2024-02-01
2425,5563327686,Celular,2024-10-09
2426,8152556021,Celular,2024-01-04
2427,4411139147,Celular,2024-09-07
2427,4475931914,Casa,2024-10-17
2428,5581496217,Celular,2024-10-31
2428,5510448918,Casa,2024-01-10
2429,5522019435,Celular,2024-01-21
2430,5670500340,Celular,2024-09-09
2431,3316821890,Celular,2024-05-24
2432,,Celular,2024-05-06
2433,2252930305,Celular,2024-08-05
2433,2226971778,Casa,2025-01-09
2434,5565896194,Celular,2024-01-02
2434,5516083843,Casa,2024-12-08
2435,5527406604,Celular,2024-12-21
2435,5570221373,Casa,2024-10-31
2436,4472504953,Celular,2024-08-13
2437,2268232364,Celular,2024-05-21
2438,5574940864,Celular,2024-03-30
2439,5595326917,Celular,2024-09-12
2440,2213875897,Celular,2024-07-10
2441,5515292366,Celular,2024-12-02
2442,5630523814,Celular,2024-11-13
2443,5632599582,Celular,2024-06-22
2444,5572720447,Celular,2024-11-21
2445,5619346080,Celular,2024-11-14
2445,5644320672,Casa,2024-09-14
2446,5513438408,Celular,2024-12-03
2446,5572203058,CASA,2024-02-02
2447,5570867820,Celular,2025-02-01
2448,2212373677,Celular,2024-02-17
2449,005534832737,Celular,2025-01-16
2450,5567904851,Celular,2024-09-24
2451,8177882084,Celular,2025-01-26
2452,5550711691,Celular,2024-12-18
2453,2236305125,Celular,2024-05-27
2454,003329495804,Celular,2024-11-12
2455,5537932466,Celular,2024-10-23
2455,5554434089,Casa,2024-06-27
2456,,Celular,2024-08-09
2457,2211327429,Celular,2024-03-30
2458,2253242642,Celular,2024-01-10
2458,2254073125,Casa,2024-11-15
2459,2296505255,Celular,2024-12-22
2459,2215244613,Casa,2024-03-23
2460,5527116446,Celular,2024-06-03
2460,5586346891,Casa,2024-11-01
2461,4439228036,Celular,2024-05-03
2461,4455971984,Casa,2024-05-24
2462,5526092385,Celular,2024-06-12
2463,5653685976,Celular,2024-08-27
2463,5693182428,CASA,2024-12-08
2464,5576931946,Celular,2024-09-13
2464,5522476255,Casa,2024-10-18
2465,5649624090,Celular,2024-04-03
2465,5652247758,Casa,2024-03-22
2466,8147301974,Celular,2024-03-26
2467,5544400656,Celular,2024-08-08
2468,2226997865,Celular,2024-09-20
2468,2226397614,Casa,2024-11-16
2469,2267512504,Celular,2024-12-19
2470,2289766577,Celular,2024-10-14
2470,2241527505,Casa,2024-10-05
2471,3374803631,Celular,2024-01-31
2471,3322046780,Casa,2024-03-04
2472,4487229487,Celular,2024-05-17
2472,4477407419,Casa,2024-09-21
2473,5578175961,Celular,2024-01-04
2473,5579712130,Casa,2024-05-04
2474,5662755183,Celular,2024-10-11
2474,5683711245,Casa,2024-02-03
2475,4495951431,Celular,2024-03-13
2475,4477433480,Casa,2024-08-16
2476,5558550806,Celular,2024-05-03
2477,5567255120,Celular,2025-01-12
2478,2213692948,Celular,2024-09-29
2478,2237212137,Casa,2024-04-10
2479,8154422711,Celular,2024-04-23
2480,3392590717,Celular,2024-12-09
2481,5541120090,Celular,2024-12-03
2481,5533606821,Casa,2024-07-02
2482,5518781752,Celular,2024-10-09
2483,5667050033,Celular,2024-11-09
2484,3396234018,Celular,2024-06-04
2485,5570154331,Celular,2024-08-21
2485,5597055059,Casa,2024-01-27
2486,2240648049,Celular,2024-03-03
2486,2285374743,Casa,2024-10-22
2487,3357107369,Celular,2024-12-14
2488,3314290776,Celular,2024-06-04
2489,55478132,Celular,2024-10-10
2489,5558733341,Casa,2024-10-30
2490,5538849802,Celular,2024-08-23
2490,5573565023,Casa,2024-09-06
2491,8132138313,Celular,2024-05-19
2491,8139087728,Casa,2024-05-10
2492,5578445694,Celular,2024-07-22
2492,5554040310,Casa,2024-10-26
2493,5555764739,Celular,2024-05-01
2494,5560242311,Celular,2024-01-29
2495,5592815151,Celular,2024-08-26
2495,5567300089,Casa,2024-01-24
2496,5540285862,Celular,2024-06-27
2497,5577853037,Celular,2024-07-27
2498,5570951944,Celular,2024-01-30
2498,5552896382,Casa,2025-01-21
2499,8142107460,Celular,2024-05-18
2499,8190035005,Casa,2024-03-25
2500,5569035197,Celular,2024-04-11
2501,4425671754,Celular,2024-06-22
2501,4415612399,Casa,2024-05-06
2502,3311183861,Celular,2024-12-12
2502,3341945273,Casa,2024-11-04
2503,(81) 29896697,Celular,2024-12-31
2504,5578318073,Celular,2025-01-01
2505,5550236646,Celular,2024-03-08
2506,5513621144,Celular,2024-10-16
2506,5536454201,Casa,2024-08-14
2507,5561112890,Celular,2024-11-01
2507,5545122706,Fijo,2024-09-01
2508,8128329871,Celular,2024-03-29
2508,8183850400,Casa,2024-01-30
2509,5584034327,Celular,2024-07-21
2510,5581771611,Celular,2024-11-22
2510,5536507881,Casa,2024-02-14
2511,4476188983,Celular,2024-02-10
2512,2252225013,Celular,2025-01-31
2513,5597434778,Celular,2024-12-31
2514,8114392081,Celular,2024-04-21
2515,5547522708,Celular,2024-12-17
2516,5618234002,Celular,2024-05-29
2517,5650666689,Celular,2024-07-16
2518,2287521930,Celular,2024-02-27
2519,3344736944,Celular,2024-09-09
2519,3345547227,Casa,2024-09-22
2520,4463773349,Celular,2024-03-27
2521,4421083305,Celular,2024-08-20
2521,4494492344,Casa,2024-07-12
2522,5620974635,Celular,2024-06-30
2523,5580533216,Celular,2024-06-09
2524,8112499321,Celular,2024-05-06
2524,8127695898,Casa,2024-10-27
2525,5575605020,Celular,2024-04-04
2525,5562762689,Casa,2024-10-27
2526,5585315497,Celular,2024-06-23
2526,5555321333,Casa,2024-10-25
2527,3338948544,Celular,2024-03-06
2527,3395212896,Casa,2024-06-20
2528,3385304433,Celular,2025-01-28
2529,5575991507,Celular,2025-01-10
2529,5574386275,Casa,2024-12-11
2530,5526382065,Celular,2024-03-29
2531,5546064081,Celular,2024-07-29
2531,5566668277,Casa,2024-10-25
2532,5519520945,Celular,2024-01-09
2532,5515136807,CASA,2024-08-27
2533,5696902370,Celular,2024-07-19
2534,005547635228,Celular,2024-05-31
2535,2257196653,Celular,2025-01-30
2535,2295394766,Casa,2024-12-16
2536,5556644508,Celular,2024-12-04
2537,5513582850,Celular,2024-05-05
2538,4447937967,Celular,2024-02-01
2539,8195919543,Celular,2024-10-30
2539,8117848271,Casa,2024-03-22
2540,5592408239,Celular,2024-05-07
2540,5532557969,Casa,2024-01-15
2541,4422625598,Celular,2024-05-28
2541,4457763011,Casa,2024-06-25
